 Destination Port,Destination IP, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
80,34.116.18.25,2079976,5,0,30,0,6,6,6,0,0,0,0,0,14.42324335,2.403873891,519994,1039359.427,2079033,1,2079976,519994,1039359.427,2079033,1,0,0,0,0,0,0,0,0,0,100,0,2.403873891,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,0,0,0,0,0,DDoS
80,102.98.71.102,2071140,5,0,30,0,6,6,6,0,0,0,0,0,14.4847765,2.414129417,517785,1034236.107,2069139,1,2071140,517785,1034236.107,2069139,1,0,0,0,0,0,0,0,0,0,100,0,2.414129417,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,0,0,0,0,0,DDoS
80,219.96.92.43,2079671,4,0,24,0,6,6,6,0,0,0,0,0,11.5402869,1.92338115,693223.6667,1200111.447,2078993,303,2079671,693223.6667,1200111.447,2078993,303,0,0,0,0,0,0,0,0,0,80,0,1.92338115,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0,DDoS
80,98.68.155.100,2077654,4,0,24,0,6,6,6,0,0,0,0,0,11.55149029,1.925248381,692551.3333,1198794.516,2076800,315,2077654,692551.3333,1198794.516,2076800,315,0,0,0,0,0,0,0,0,0,80,0,1.925248381,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0,DDoS
80,33.218.159.106,2066079,4,0,24,0,6,6,6,0,0,0,0,0,11.61620635,1.936034392,688693,1192845.205,2066072,3,2066079,688693,1192845.205,2066072,3,0,0,0,0,0,0,0,0,0,80,0,1.936034392,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0,DDoS
80,108.145.28.38,2069039,5,0,30,0,6,6,6,0,0,0,0,0,14.49948503,2.416580838,517259.75,1033185.607,2067038,1,2069039,517259.75,1033185.607,2067038,1,0,0,0,0,0,0,0,0,0,100,0,2.416580838,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,0,0,0,0,0,DDoS
80,192.40.104.122,2066027,4,0,24,0,6,6,6,0,0,0,0,0,11.61649872,1.93608312,688675.6667,1190228.439,2063032,1,2066027,688675.6667,1190228.439,2063032,1,0,0,0,0,0,0,0,0,0,80,0,1.93608312,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0,DDoS
80,240.33.187.171,9731076,8,5,56,11607,20,0,7,5.656854249,8760,0,2321.4,3802.315321,1198.531385,1.335926263,810923,2318421.687,8059871,2,9471962,1353137.429,3003697.137,8059871,2,260001,65000.25,129201.9202,258802,2,0,0,0,0,172,112,0.82210847,0.513817794,0,8760,833.5,2402.71381,5773033.654,0,0,0,0,1,0,0,0,0,897.6153846,7,2321.4,172,0,0,0,0,0,0,8,56,5,11607,256,229,6,20,1411136,0,1411136,1411136,8059871,0,8059871,8059871,DDoS
80,185.102.85.163,9733252,7,5,50,11607,20,0,7.142857143,6.094494002,8675,0,2321.4,3769.536019,1197.646994,1.232887015,884841.0909,2416876.26,8060056,3,9473993,1578998.833,3224866.998,8060056,3,260131,65032.75,129246.9345,258902,4,0,0,0,0,152,112,0.719184092,0.513702923,0,8675,897.1538462,2471.828063,6109933.974,0,0,0,0,1,0,0,0,0,971.9166667,7.142857143,2321.4,152,0,0,0,0,0,0,7,50,5,11607,256,229,5,20,1413008,0,1413008,1413008,8060056,0,8060056,8060056,DDoS
80,102.120.117.143,9730651,7,5,50,11607,20,0,7.142857143,6.094494002,7215,0,2321.4,3327.769794,1197.967125,1.233216565,884604.6364,2417037.099,8061061,3,9470062,1578343.667,3225327.976,8061061,3,261443,65360.75,129948.8919,260283,5,0,0,0,0,152,112,0.719376329,0.513840235,0,7215,897.1538462,2250.514898,5064817.308,0,0,0,0,1,0,0,0,0,971.9166667,7.142857143,2321.4,152,0,0,0,0,0,0,7,50,5,11607,256,229,5,20,1408108,0,1408108,1408108,8061061,0,8061061,8061061,DDoS
80,177.215.88.207,9729095,7,4,50,11607,20,0,7.142857143,6.094494002,11595,0,2901.75,5795.50069,1198.158719,1.130629313,972909.5,2539522.855,8091933,5,9499216,1583202.667,3237780.856,8091933,56,230695,76898.33333,132416.6026,229799,5,0,0,0,0,152,92,0.719491381,0.411137932,0,11595,971.9166667,3345.407285,11200000,0,0,0,0,1,0,0,0,0,1060.272727,7.142857143,2901.75,152,0,0,0,0,0,0,7,50,4,11607,256,229,5,20,1406390,0,1406390,1406390,8091933,0,8091933,8091933,DDoS
80,119.105.200.197,9731725,7,6,50,11607,20,0,7.142857143,6.094494002,5840,0,1934.5,2538.919278,1197.834916,1.335837172,810977.0833,2328395.572,8093131,3,9499951,1583325.167,3238295.022,8093131,48,232580,46516,103427.2931,231531,3,0,0,0,0,152,132,0.719296939,0.616540233,0,5840,833.0714286,1859.875946,3459138.533,0,0,0,0,1,0,0,0,0,897.1538462,7.142857143,1934.5,152,0,0,0,0,0,0,7,50,6,11607,256,229,5,20,1405970,0,1405970,1405970,8093131,0,8093131,8093131,DDoS
80,47.188.176.81,1508976,4,0,24,0,6,6,6,0,0,0,0,0,15.90482552,2.650804254,502992,871204.2357,1508972,1,1508976,502992,871204.2357,1508972,1,0,0,0,0,0,0,0,0,0,80,0,2.650804254,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0,DDoS
80,226.55.170.36,1510999,4,0,24,0,6,6,6,0,0,0,0,0,15.88353136,2.647255227,503666.3333,871508.9294,1509998,4,1510999,503666.3333,871508.9294,1509998,4,0,0,0,0,0,0,0,0,0,80,0,2.647255227,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0,DDoS
80,222.163.220.74,9996654,8,6,56,11601,20,0,7,5.656854249,4380,0,1933.5,1757.789948,1166.090174,1.400468597,768973.3846,2293913.697,8324757,3,9498812,1356973.143,3100931.6,8324757,3,534844,106968.8,218810.9845,497345,27,0,0,0,0,172,132,0.80026777,0.600200827,0,4380,777.5333333,1434.571657,2057995.838,0,0,0,0,1,0,0,0,0,833.0714286,7,1933.5,172,0,0,0,0,0,0,8,56,6,11601,256,229,6,20,1136995,0,1136995,1136995,8324757,0,8324757,8324757,DDoS
80,211.182.131.217,1517989,4,0,24,0,6,6,6,0,0,0,0,0,15.81039125,2.635065208,505996.3333,875545.4734,1516989,3,1517989,505996.3333,875545.4734,1516989,3,0,0,0,0,0,0,0,0,0,80,0,2.635065208,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0,DDoS
80,40.211.250.142,1510999,4,0,24,0,6,6,6,0,0,0,0,0,15.88353136,2.647255227,503666.3333,871801.5046,1510336,330,1510999,503666.3333,871801.5046,1510336,330,0,0,0,0,0,0,0,0,0,80,0,2.647255227,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0,DDoS
80,195.42.227.21,1502317,4,0,24,0,6,6,6,0,0,0,0,0,15.97532345,2.662553908,500772.3333,866510.9665,1501333,353,1502317,500772.3333,866510.9665,1501333,353,0,0,0,0,0,0,0,0,0,80,0,2.662553908,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0,DDoS
80,129.84.9.107,371961,5,0,30,0,6,6,6,0,0,0,0,0,80.65361691,13.44226949,92990.25,185315.7567,370963,1,371961,92990.25,185315.7567,370963,1,0,0,0,0,0,0,0,0,0,100,0,13.44226949,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,0,0,0,0,0,DDoS
80,230.163.224.40,372012,5,0,30,0,6,6,6,0,0,0,0,0,80.64255992,13.44042665,93003,185336.5983,371007,1,372012,93003,185336.5983,371007,1,0,0,0,0,0,0,0,0,0,100,0,13.44042665,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,0,0,0,0,0,DDoS
80,76.152.114.4,370002,4,0,24,0,6,6,6,0,0,0,0,0,64.86451425,10.81075237,123334,212770.0121,369019,3,370002,123334,212770.0121,369019,3,0,0,0,0,0,0,0,0,0,80,0,10.81075237,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0,DDoS
80,224.123.150.208,365873,4,0,24,0,6,6,6,0,0,0,0,0,65.59653213,10.93275536,121957.6667,211236.009,365872,0,365873,121957.6667,211236.009,365872,0,0,0,0,0,0,0,0,0,0,80,0,10.93275536,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0,DDoS
80,195.227.191.86,373033,4,0,24,0,6,6,6,0,0,0,0,0,64.33747148,10.72291191,124344.3333,215366.3728,373028,1,373033,124344.3333,215366.3728,373028,1,0,0,0,0,0,0,0,0,0,80,0,10.72291191,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0,DDoS
80,214.72.221.228,372026,4,0,24,0,6,6,6,0,0,0,0,0,64.51162016,10.75193669,124008.6667,214787.5792,372024,1,372026,124008.6667,214787.5792,372024,1,0,0,0,0,0,0,0,0,0,80,0,10.75193669,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0,DDoS
80,229.130.236.190,370085,4,0,24,0,6,6,6,0,0,0,0,0,64.8499669,10.80832782,123361.6667,213666.0763,370082,0,370085,123361.6667,213666.0763,370082,0,0,0,0,0,0,0,0,0,0,80,0,10.80832782,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0,DDoS
80,5.63.45.253,10092134,8,5,56,11607,20,0,7,5.656854249,7215,0,2321.4,3327.769794,1155.652511,1.288131925,841011.1667,2554868.069,8888860,4,8964015,1280573.571,3355031.117,8888860,4,1129119,282279.75,563692.3878,1127818,5,0,0,0,0,172,112,0.792696569,0.495435356,0,7215,833.5,2175.302587,4731941.346,0,0,0,0,1,0,0,0,0,897.6153846,7,2321.4,172,0,0,0,0,0,0,8,56,5,11607,256,229,6,20,74013,0,74013,74013,8888860,0,8888860,8888860,DDoS
80,157.246.163.100,10444781,5,0,30,0,6,6,6,0,0,0,0,0,2.872247872,0.478707979,2611195.25,5221720.521,10400000,0,10400000,2611195.25,5221720.521,10400000,0,0,0,0,0,0,0,0,0,0,100,0,0.478707979,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,1005,0,1005,1005,10400000,0,10400000,10400000,DDoS
80,240.218.192.12,10442728,5,0,30,0,6,6,6,0,0,0,0,0,2.872812545,0.478802091,2610682,5220058.02,10400000,1,10400000,2610682,5220058.02,10400000,1,0,0,0,0,0,0,0,0,0,100,0,0.478802091,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,1959,0,1959,1959,10400000,0,10400000,10400000,DDoS
80,234.98.83.187,10166619,5,0,30,0,6,6,6,0,0,0,0,0,2.950833507,0.491805585,2541654.75,5081486.234,10200000,3,10200000,2541654.75,5081486.234,10200000,3,0,0,0,0,0,0,0,0,0,100,0,0.491805585,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,2735,0,2735,2735,10200000,0,10200000,10200000,DDoS
80,196.250.106.121,9866698,4,0,24,0,6,6,6,0,0,0,0,0,2.432424708,0.405404118,3288899.333,5696100.807,9866190,140,9866698,3288899.333,5696100.807,9866190,140,0,0,0,0,0,0,0,0,0,80,0,0.405404118,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,508,0,508,508,9866190,0,9866190,9866190,DDoS
80,162.143.144.203,9866974,4,0,24,0,6,6,6,0,0,0,0,0,2.432356668,0.405392778,3288991.333,5696113.797,9866297,225,9866974,3288991.333,5696113.797,9866297,225,0,0,0,0,0,0,0,0,0,80,0,0.405392778,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,677,0,677,677,9866297,0,9866297,9866297,DDoS
80,77.60.5.87,9869040,4,0,24,0,6,6,6,0,0,0,0,0,2.431847475,0.405307912,3289680,5697288.415,9868342,332,9869040,3289680,5697288.415,9868342,332,0,0,0,0,0,0,0,0,0,80,0,0.405307912,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,698,0,698,698,9868342,0,9868342,9868342,DDoS
80,28.41.112.224,9597795,5,0,30,0,6,6,6,0,0,0,0,0,3.125717938,0.52095299,2399448.75,4796896.167,9594793,992,9597795,2399448.75,4796896.167,9594793,992,0,0,0,0,0,0,0,0,0,100,0,0.52095299,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,3002,0,3002,3002,9594793,0,9594793,9594793,DDoS
80,172.21.184.222,9596757,5,0,30,0,6,6,6,0,0,0,0,0,3.126056021,0.521009337,2399189.25,4795703.332,9592744,2,9596757,2399189.25,4795703.332,9592744,2,0,0,0,0,0,0,0,0,0,100,0,0.521009337,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,4013,0,4013,4013,9592744,0,9592744,9592744,DDoS
80,197.229.95.204,9600853,5,0,30,0,6,6,6,0,0,0,0,0,3.124722355,0.520787059,2400213.25,4798428.569,9597856,1,9600853,2400213.25,4798428.569,9597856,1,0,0,0,0,0,0,0,0,0,100,0,0.520787059,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,2997,0,2997,2997,9597856,0,9597856,9597856,DDoS
80,126.201.8.65,9602757,5,0,30,0,6,6,6,0,0,0,0,0,3.124102797,0.520683799,2400689.25,4798700.206,9598739,1,9602757,2400689.25,4798700.206,9598739,1,0,0,0,0,0,0,0,0,0,100,0,0.520683799,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,4018,0,4018,4018,9598739,0,9598739,9598739,DDoS
80,139.235.63.116,9601739,4,0,24,0,6,6,6,0,0,0,0,0,2.499547217,0.416591203,3200579.667,5540969.408,9598740,1008,9601739,3200579.667,5540969.408,9598740,1008,0,0,0,0,0,0,0,0,0,80,0,0.416591203,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,2999,0,2999,2999,9598740,0,9598740,9598740,DDoS
80,146.195.1.135,9584776,5,0,30,0,6,6,6,0,0,0,0,0,3.129963601,0.5216606,2396194,4791057.356,9582780,4,9584776,2396194,4791057.356,9582780,4,0,0,0,0,0,0,0,0,0,100,0,0.5216606,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,1996,0,1996,1996,9582780,0,9582780,9582780,DDoS
80,62.1.203.62,8604219,4,0,24,0,6,6,6,0,0,0,0,0,2.789329281,0.464888214,2868073,4967022.02,8603496,314,8604219,2868073,4967022.02,8603496,314,0,0,0,0,0,0,0,0,0,80,0,0.464888214,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,723,0,723,723,8603496,0,8603496,8603496,DDoS
80,209.19.208.226,8520780,5,0,30,0,6,6,6,0,0,0,0,0,3.520804433,0.586800739,2130195,4259726.692,8519785,0,8520780,2130195,4259726.692,8519785,0,0,0,0,0,0,0,0,0,0,100,0,0.586800739,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,995,0,995,995,8519785,0,8519785,8519785,DDoS
80,175.173.127.238,8610869,4,0,24,0,6,6,6,0,0,0,0,0,2.787175139,0.46452919,2870289.667,4970870.926,8610157,242,8610869,2870289.667,4970870.926,8610157,242,0,0,0,0,0,0,0,0,0,80,0,0.46452919,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,712,0,712,712,8610157,0,8610157,8610157,DDoS
80,5.162.254.55,8527781,5,0,30,0,6,6,6,0,0,0,0,0,3.51791398,0.586318997,2131945.25,4263247.191,8526816,1,8527781,2131945.25,4263247.191,8526816,1,0,0,0,0,0,0,0,0,0,100,0,0.586318997,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,965,0,965,965,8526816,0,8526816,8526816,DDoS
80,96.203.58.70,8445844,4,0,24,0,6,6,6,0,0,0,0,0,2.8416343,0.473605717,2815281.333,4875339.111,8444838,4,8445844,2815281.333,4875339.111,8444838,4,0,0,0,0,0,0,0,0,0,80,0,0.473605717,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,1006,0,1006,1006,8444838,0,8444838,8444838,DDoS
80,171.127.148.250,8451785,5,0,30,0,6,6,6,0,0,0,0,0,3.549546043,0.591591007,2112946.25,4224550.606,8449772,1,8451785,2112946.25,4224550.606,8449772,1,0,0,0,0,0,0,0,0,0,100,0,0.591591007,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,2013,0,2013,2013,8449772,0,8449772,8449772,DDoS
80,27.168.100.6,8447778,4,0,24,0,6,6,6,0,0,0,0,0,2.840983747,0.473497291,2815926,4877322.572,8447773,1,8447778,2815926,4877322.572,8447773,1,0,0,0,0,0,0,0,0,0,80,0,0.473497291,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,5,0,5,5,8447773,0,8447773,8447773,DDoS
80,10.17.178.120,8445779,5,0,30,0,6,6,6,0,0,0,0,0,3.552070212,0.592011702,2111444.75,4221550.272,8443770,1,8445779,2111444.75,4221550.272,8443770,1,0,0,0,0,0,0,0,0,0,100,0,0.592011702,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,2009,0,2009,2009,8443770,0,8443770,8443770,DDoS
80,114.41.184.163,8448776,5,0,30,0,6,6,6,0,0,0,0,0,3.5508102,0.5918017,2112194,4223725.359,8447782,1,8448776,2112194,4223725.359,8447782,1,0,0,0,0,0,0,0,0,0,100,0,0.5918017,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,994,0,994,994,8447782,0,8447782,8447782,DDoS
80,44.211.90.57,8446790,4,0,24,0,6,6,6,0,0,0,0,0,2.84131605,0.473552675,2815596.667,4873278.934,8442774,4,8446790,2815596.667,4873278.934,8442774,4,0,0,0,0,0,0,0,0,0,80,0,0.473552675,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,4016,0,4016,4016,8442774,0,8442774,8442774,DDoS
80,162.33.159.204,8430492,4,0,24,0,6,6,6,0,0,0,0,0,2.846808941,0.474468157,2810164,4867343.361,8430488,1,8430492,2810164,4867343.361,8430488,1,0,0,0,0,0,0,0,0,0,80,0,0.474468157,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,4,0,4,4,8430488,0,8430488,8430488,DDoS
80,108.163.12.83,8428598,4,0,24,0,6,6,6,0,0,0,0,0,2.84744865,0.474574775,2809532.667,4866249.86,8428594,1,8428598,2809532.667,4866249.86,8428594,1,0,0,0,0,0,0,0,0,0,80,0,0.474574775,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,4,0,4,4,8428594,0,8428594,8428594,DDoS
80,214.161.184.127,8383306,4,0,24,0,6,6,6,0,0,0,0,0,2.862832396,0.477138733,2794435.333,4839463.983,8382567,316,8383306,2794435.333,4839463.983,8382567,316,0,0,0,0,0,0,0,0,0,80,0,0.477138733,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,739,0,739,739,8382567,0,8382567,8382567,DDoS
80,166.239.108.136,8164948,5,0,30,0,6,6,6,0,0,0,0,0,3.674242628,0.612373771,2041237,4080466.082,8161936,3,8164948,2041237,4080466.082,8161936,3,0,0,0,0,0,0,0,0,0,100,0,0.612373771,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,3012,0,3012,3012,8161936,0,8161936,8161936,DDoS
80,19.229.192.14,8162935,5,0,30,0,6,6,6,0,0,0,0,0,3.675148706,0.612524784,2040733.75,4077963.238,8157678,4,8162935,2040733.75,4077963.238,8157678,4,0,0,0,0,0,0,0,0,0,100,0,0.612524784,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,5257,0,5257,5257,8157678,0,8157678,8157678,DDoS
80,105.253.76.32,8385768,4,0,24,0,6,6,6,0,0,0,0,0,2.861991889,0.476998648,2795256,4840895.812,8385041,325,8385768,2795256,4840895.812,8385041,325,0,0,0,0,0,0,0,0,0,80,0,0.476998648,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,727,0,727,727,8385041,0,8385041,8385041,DDoS
80,90.186.114.152,8164810,5,0,30,0,6,6,6,0,0,0,0,0,3.67430473,0.612384122,2041202.5,4080395.748,8161796,4,8164810,2041202.5,4080395.748,8161796,4,0,0,0,0,0,0,0,0,0,100,0,0.612384122,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,3014,0,3014,3014,8161796,0,8161796,8161796,DDoS
80,44.137.36.207,8160807,4,0,24,0,6,6,6,0,0,0,0,0,2.940885626,0.490147604,2720269,4709266.212,8158061,3,8160807,2720269,4709266.212,8158061,3,0,0,0,0,0,0,0,0,0,80,0,0.490147604,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,2746,0,2746,2746,8158061,0,8158061,8158061,DDoS
80,17.55.72.135,8160802,4,0,24,0,6,6,6,0,0,0,0,0,2.940887427,0.490147905,2720267.333,4709448.572,8158270,216,8160802,2720267.333,4709448.572,8158270,216,0,0,0,0,0,0,0,0,0,80,0,0.490147905,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,2532,0,2532,2532,8158270,0,8158270,8158270,DDoS
80,213.210.127.138,8162804,5,0,30,0,6,6,6,0,0,0,0,0,3.675207686,0.612534614,2040701,4077890.088,8157535,0,8162804,2040701,4077890.088,8157535,0,0,0,0,0,0,0,0,0,0,100,0,0.612534614,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,5269,0,5269,5269,8157535,0,8157535,8157535,DDoS
80,219.115.142.110,8155330,5,0,30,0,6,6,6,0,0,0,0,0,3.678575852,0.613095975,2038832.5,4076627.682,8153774,205,8155330,2038832.5,4076627.682,8153774,205,0,0,0,0,0,0,0,0,0,100,0,0.613095975,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,1556,0,1556,1556,8153774,0,8153774,8153774,DDoS
80,183.27.142.10,8154783,5,0,30,0,6,6,6,0,0,0,0,0,3.6788226,0.6131371,2038695.75,4076763.502,8153841,214,8154783,2038695.75,4076763.502,8153841,214,0,0,0,0,0,0,0,0,0,100,0,0.6131371,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,942,0,942,942,8153841,0,8153841,8153841,DDoS
